predicted_popularity_score,product_category,product_brand,avg_product_price,year,month,actual_popularity_score
12.453265190124512,Outerwear & Coats,Tommy Hilfiger,99.989997863769517,2022,4,12
27.041202545166016,Suits & Sport Coats,DC,99.5,2024,2,27
17.288808822631836,Skirts,Anna-Kaci,25.899999618530277,2024,11,17
22.846122741699219,Fashion Hoodies & Sweatshirts,Three Dots,64.949996948242188,2023,2,23
14.099393844604492,Sleep & Lounge,Hanes,25.0,2023,3,14
13.155059814453125,Sleep & Lounge,Touch of Europe Flannel Pants,23.989999771118164,2023,3,13
34.4768180847168,Sweaters,Marc Ecko Cut & Sew,59.5,2022,1,35
26.812747955322266,Suits & Sport Coats,Michael Kors,169.99000549316406,2022,1,27
16.043804168701172,Jeans,Wrangler,40.400001525878906,2021,1,16
15.119433403015137,Accessories,ECHO,45.0,2024,2,15
24.1697998046875,Socks,Pacific Legwear,13.489999771118164,2023,8,24
19.204391479492188,Jeans,Silver Jeans,85.0,2022,12,19
23.063365936279297,Maternity,Baby Be Mine,58.9900016784668,2024,3,23
12.815097808837891,Maternity,Ripe Maternity,94.0,2024,7,12
26.943466186523438,Clothing Sets,Carol Wright Gifts,19.989999771118164,2022,11,27
14.97111988067627,Blazers & Jackets,Sutton Studio,78.459999084472656,2022,8,15
14.349856376647949,Suits,Kasper,168.0,2022,8,14
23.722249984741211,Sleep & Lounge,Paul Frank,25.0,2022,8,24
30.314712524414062,Swim,Miraclesuit,150.0,2022,8,31
12.741084098815918,Jeans,Miss Me,110.62999725341795,2023,9,13
9.1717205047607422,Dresses,Allegra K,8.4700002670288086,2023,9,9
12.177414894104004,Active,PUMA,130.0,2023,9,12
29.146585464477539,Socks,Timberland,16.0,2023,9,30
23.972841262817383,Skirts,D&G Dolce & Gabbana,69.949996948242188,2023,10,24
14.481911659240723,Sleep & Lounge,Spa & Resort Inc.,65.949996948242188,2024,5,14
18.302734375,Fashion Hoodies & Sweatshirts,IZOD,56.700000762939446,2024,5,18
28.898702621459961,Suits & Sport Coats,Orvis,249.0,2024,5,29
22.957958221435547,Pants,Tori Richard,92.0,2024,5,23
10.766757011413574,Underwear,DKNY,29.989999771118164,2024,5,10
11.9721097946167,Sweaters,Pendleton,91.7699966430664,2023,10,12
18.669694900512695,Swim,Roxy,42.0,2023,10,19
25.037452697753906,Tops & Tees,Anvil,14.75,2023,6,25
17.791267395019531,Suits & Sport Coats,Prontomoda,49.950000762939446,2023,6,18
21.137269973754883,Sleep & Lounge,Mary Green,50.0,2021,3,21
11.123173713684082,Plus,ECHO,45.0,2021,3,11
29.547637939453125,Fashion Hoodies & Sweatshirts,Hot Topic,29.5,2022,8,30
25.616458892822266,Shorts,Carhartt,34.0,2023,5,26
17.346275329589844,Clothing Sets,LOTUSTRADERS,57.9900016784668,2019,8,17
15.962821960449219,Underwear,Emporio Armani,39.0,2024,2,16
29.598655700683594,Sleep & Lounge,HUGO BOSS,25.0,2024,2,30
18.022666931152344,Jeans,Wrangler,29.989999771118164,2024,11,18
10.226490020751953,Pants,Quiksilver,59.5,2023,12,10
26.637699127197266,Socks,Gold Toe,25.0,2023,12,27
14.857993125915527,Accessories,Harley-Davidson,21.950000762939453,2023,12,15
19.841363906860352,Jeans,Liverpool Jeans Company,79.0,2024,6,20
19.396543502807617,Outerwear & Coats,Anne Klein,131.94000244140625,2024,6,19
21.075960159301758,Sleep & Lounge,Cool-jams Wicking Sleepwear,49.0,2024,6,21
18.855693817138672,Intimates,SEX NIGHT,23.0,2024,6,19
39.607215881347656,Jeans,7 For All Mankind,109.0,2024,6,40
19.802703857421875,Jeans,Hudson,165.0,2024,6,20
25.609943389892578,Pants & Capris,Dickies,51.1599998474121,2024,6,26
16.075786590576172,Jumpsuits & Rompers,Allegra K,10.979999542236328,2023,4,16
11.041818618774414,Pants & Capris,Allegra K,10.720000267028809,2024,12,11
39.975982666015625,Intimates,Cosabella,33.0,2024,7,40
20.354572296142578,Swim,Celina,24.989999771118164,2023,9,20
21.903964996337891,Socks,New Balance,12.989999771118164,2024,1,22
11.264741897583008,Shorts,HUE,30.0,2023,1,11
17.011861801147461,Tops & Tees,Van Heusen,29.979999542236328,2024,11,17
15.303186416625977,Suits & Sport Coats,FineBrandShop,35.0,2024,11,15
17.799018859863281,Swim,Parke & Ronen,97.5,2024,11,18
25.263023376464844,Accessories,Dockers,21.600000381469727,2024,11,25
30.387149810791016,Pants & Capris,Khakis & Co,29.989999771118164,2024,11,31
27.890056610107422,Intimates,Body Wrap,46.979999542236328,2021,1,28
26.272270202636719,Sweaters,LabelShopper,14.989999771118164,2023,10,26
35.096378326416016,Jeans,Calvin Klein Jeans,49.5,2023,10,36
33.856571197509766,Sleep & Lounge,Nautica,32.4900016784668,2023,10,34
18.464273452758789,Sleep & Lounge,Naturally by Derek Rose,80.0,2023,10,18
13.920003890991211,Sweaters,Marc New York by Andrew Marc,129.5,2020,10,14
10.842567443847656,Socks,K. Bell,8.0,2020,10,11
19.026210784912109,Accessories,Isotoner,30.0,2020,10,19
16.142929077148438,Blazers & Jackets,Allegra K,11.710000038146973,2022,2,16
23.562583923339844,Tops & Tees,Nautica,49.5,2024,11,24
15.019268035888672,Jeans,Rock Revival,138.0,2024,11,15
14.028426170349121,Active,Ibex,135.0,2024,1,14
17.24980354309082,Dresses,Anne Klein,85.790000915527344,2023,12,17
22.476770401000977,Outerwear & Coats,Jones New York,70.0,2023,12,22
13.02293586730957,Intimates,Jockey,24.0,2023,12,12
14.272565841674805,Maternity,Expressiva Nursingwear,42.9900016784668,2023,12,14
13.193563461303711,Plus,Olga,44.470001220703125,2024,8,13
23.965888977050781,Jeans,DC,76.0,2023,11,25
18.108953475952148,Blazers & Jackets,Yoana Baraschi,138.88999938964844,2020,3,18
15.953071594238281,Jeans,Joe's Jeans,169.0,2024,12,16
3.9494228363037109,Swim,Tori Praver,110.0,2024,11,4
7.9251551628112793,Intimates,Under Moments,10.979999542236328,2023,2,8
21.003166198730469,Tops & Tees,Pacific Legend,34.9900016784668,2023,12,21
24.059988021850586,Tops & Tees,Modena,29.989999771118164,2023,12,24
10.256476402282715,Outerwear & Coats,Columbia,54.9900016784668,2023,12,10
30.7225341796875,Fashion Hoodies & Sweatshirts,Anna-Kaci,27.899999618530277,2023,7,31
26.008331298828125,Dresses,National,19.950000762939453,2024,8,26
15.975458145141602,Dresses,Skelapparel,62.950000762939446,2024,8,16
15.952103614807129,Socks & Hosiery,SK Hat shop,29.950000762939453,2024,1,16
16.346401214599609,Pants,Allegra K,16.260000228881836,2024,9,16
14.960573196411133,Fashion Hoodies & Sweatshirts,Alternative,20.969999313354489,2023,4,14
19.151065826416016,Fashion Hoodies & Sweatshirts,DC,85.0,2020,5,19
27.467008590698242,Sweaters,ANS,33.5,2023,9,27
11.28878116607666,Pants & Capris,Alfred Dunner,31.989999771118164,2023,3,11
12.847673416137695,Intimates,Fashion Forms,10.0,2023,3,13
28.060840606689453,Suits & Sport Coats,Theory,299.989990234375,2024,12,28
14.264996528625488,Suits & Sport Coats,Joseph Abboud,417.0,2024,12,14
21.079517364501953,Underwear,Calvin Klein,38.0,2024,12,21
27.82935905456543,Fashion Hoodies & Sweatshirts,Allegra K,20.659999847412109,2023,2,28
32.619117736816406,Sleep & Lounge,Majestic International,34.970001220703125,2023,2,33
19.789152145385742,Outerwear & Coats,Southpole,39.9900016784668,2023,6,20
25.993778228759766,Intimates,Betsey Johnson,10.170000076293944,2023,6,26
24.089059829711914,Swim,Reebok,92.0,2023,6,24
25.02143669128418,Shorts,Tommy Hilfiger,37.2599983215332,2024,11,25
14.946488380432129,Pants & Capris,Theory,124.98999786376952,2024,4,15
20.768455505371094,Shorts,Lucky Brand,69.5,2022,2,20
10.666256904602051,Sweaters,Ulla Popken,59.0,2024,9,10
12.871963500976562,Swim,Speedo,64.949996948242188,2024,9,13
11.111293792724609,Pants & Capris,Sympli,114.0,2024,11,11
11.846074104309082,Tops & Tees,Harley-Davidson,28.950000762939453,2022,1,12
29.000978469848633,Fashion Hoodies & Sweatshirts,Xtreme Couture,70.0,2022,1,29
19.582923889160156,Swim,Kanu Surf,25.0,2021,9,19
22.793045043945312,Socks,IZOD,15.0,2024,10,23
5.0462503433227539,Accessories,180s,25.0,2024,10,5
14.034743309020996,Suits & Sport Coats,Jones New York,236.83999633789065,2024,12,14
21.729091644287109,Outerwear & Coats,Alpha Industries,425.0,2022,5,22
17.182491302490234,Outerwear & Coats,Carhartt,299.95001220703125,2022,5,17
13.460798263549805,Fashion Hoodies & Sweatshirts,ICECREAM,78.0,2023,11,13
10.298955917358398,Jeans,Cinch,73.989997863769531,2023,11,9
12.77131175994873,Underwear,Indera Mills,23.950000762939453,2023,11,13
24.3809814453125,Underwear,Hanes,17.5,2021,8,25
13.026875495910645,Leggings,Yelete,29.989999771118164,2023,8,13
31.098424911499023,Jeans,7 For All Mankind,215.0,2020,4,31
20.400213241577148,Sweaters,Caribbean Joe,68.0,2024,8,20
22.139822006225586,Sweaters,Fred Perry,250.0,2024,8,22
16.341762542724609,Shorts,Match,39.9900016784668,2024,8,16
20.16264533996582,Socks,HUGO BOSS,10.6899995803833,2024,8,20
24.372615814208984,Shorts,Famous Stars and Straps,50.0,2020,8,25
27.951677322387695,Shorts,Wrangler,29.989999771118164,2020,9,28
23.805177688598633,Shorts,Lucky Brand,69.5,2020,9,24
23.134960174560547,Intimates,SEX NIGHT,23.0,2024,11,24
8.0457096099853516,Outerwear & Coats,dollhouse,27.950000762939453,2023,12,8
18.954854965209961,Sleep & Lounge,Majestic International,262.239990234375,2020,9,19
24.051572799682617,Pants,Dockers,35.0,2022,5,24
15.58586311340332,Socks,Hanes,15.0,2022,5,15
25.114351272583008,Accessories,GUESS,33.270000457763672,2022,5,25
23.894248962402344,Fashion Hoodies & Sweatshirts,Football Fanatics,49.950000762939446,2023,5,24
18.362655639648438,Skirts,Carhartt,57.479999542236328,2024,7,19
28.658210754394531,Dresses,Allegra K,16.209999084472656,2021,9,29
23.553417205810547,Maternity,NurtureWear,73.419998168945312,2021,9,24
23.047266006469727,Tops & Tees,Van Heusen,32.9900016784668,2024,10,23
17.665176391601562,Jeans,Lee,39.880001068115234,2024,10,17
29.458332061767578,Tops & Tees,ARROW,29.989999771118164,2024,6,30
21.899190902709961,Jeans,PAIGE,169.0,2022,4,22
30.726076126098633,Underwear,Calvin Klein,39.5,2022,4,31
14.199630737304688,Underwear,Hanes,38.0,2022,4,14
25.679000854492188,Swim,Kanu Surf,25.0,2022,4,26
19.142772674560547,Swim,Melissa Odabash,152.25,2021,4,19
18.586139678955078,Pants & Capris,Allegra K,12.270000457763672,2024,11,19
24.793514251708984,Fashion Hoodies & Sweatshirts,LRG,69.0,2021,9,25
3.92195200920105,Suits & Sport Coats,Ralph Lauren,119.98999786376952,2021,9,4
23.992298126220703,Accessories,Buff,38.979999542236328,2024,10,24
20.03111457824707,Sweaters,Samanthas Style Shoppe,19.969999313354489,2024,5,20
28.237283706665039,Fashion Hoodies & Sweatshirts,Anna-Kaci,21.899999618530277,2024,1,29
13.950412750244141,Accessories,Kate Spade,198.0,2024,1,14
12.134855270385742,Active,Under Armour,84.989997863769531,2024,5,12
22.474819183349609,Shorts,True Religion,118.5,2024,5,23
12.535160064697266,Outerwear & Coats,Columbia,44.950000762939446,2024,5,12
25.313314437866211,Outerwear & Coats,Hot Topic,39.5,2024,5,26
11.171433448791504,Fashion Hoodies & Sweatshirts,Vans,59.5,2020,9,11
9.0462236404418945,Jeans,Diesel,185.0,2020,9,9
21.51167106628418,Socks,SmartWool,19.950000762939453,2023,8,21
15.751564979553223,Accessories,Levi's,22.5,2023,8,15
24.229354858398438,Active,Nike,59.9900016784668,2023,2,24
25.084165573120117,Sweaters,Thug or Angel,39.950000762939446,2023,2,25
20.041372299194336,Jeans,Generra,25.0,2023,2,20
14.273233413696289,Swim,Speedo,25.0,2023,2,14
16.029956817626953,Underwear,Emporio Armani,26.0,2023,11,16
12.059576034545898,Blazers & Jackets,Calvin Klein,79.0999984741211,2023,7,12
27.837701797485352,Accessories,Ray-Ban,127.0,2022,12,28
25.791164398193359,Sweaters,eVogues Apparel,19.989999771118164,2022,3,26
17.837862014770508,Socks & Hosiery,K. Bell,11.0,2022,3,18
26.659858703613281,Accessories,Carrera,73.720001220703125,2023,1,27
38.222969055175781,Active,Duofold,15.0,2022,2,39
14.640742301940918,Pants,Hot Topic,36.5,2022,2,14
40.342021942138672,Suits & Sport Coats,Haggar,79.989997863769531,2024,12,41
16.404834747314453,Socks,Wigwam,15.640000343322754,2024,12,16
20.910171508789062,Sleep & Lounge,DFDesigns,25.5,2024,9,21
16.561880111694336,Pants & Capris,Jones New York,99.0,2024,9,16
32.836921691894531,Shorts,Volcom,45.0,2021,9,33
18.015167236328125,Shorts,RVCA,57.950000762939446,2021,9,18
31.331562042236328,Active,Nike,69.989997863769531,2024,8,32
17.557083129882812,Jeans,Rock Revival,158.0,2024,8,17
27.720855712890625,Dresses,Aryn K,95.0,2023,8,28
29.482875823974609,Pants & Capris,J BRAND,268.0,2022,12,30
24.852790832519531,Dresses,Kirra,28.989999771118164,2021,5,25
16.273622512817383,Maternity,Everly Grey,78.0,2021,5,16
31.853115081787109,Jeans,Lucky Brand,89.5,2022,12,32
17.971244812011719,Dresses,BCBGeneration,78.0,2024,1,18
6.1120858192443848,Tops & Tees,Minecraft,28.159999847412109,2023,6,6
17.750139236450195,Jeans,Not Your Daughter's Jeans,98.0,2024,7,18
16.995185852050781,Shorts,Calvin Klein Jeans,25.0,2024,1,17
8.0974912643432617,Tops & Tees,Walls,22.579999923706051,2022,1,8
17.871828079223633,Shorts,Quiksilver,54.0,2024,4,18
25.891902923583984,Swim,East of Maui Hawaiian Store,15.949999809265137,2023,6,26
17.165090560913086,Maternity,Panache,59.0,2023,6,17
38.732002258300781,Sweaters,Buffalo by David Bitton,68.669998168945312,2024,3,39
22.727312088012695,Sweaters,Van Heusen,38.0,2024,9,23
15.983412742614746,Outerwear & Coats,Tommy Hilfiger,184.72000122070312,2024,3,16
26.523641586303711,Plus,DREAMS,24.989999771118164,2024,3,27
20.822231292724609,Sweaters,Retrofit,34.310001373291016,2023,12,21
23.927541732788086,Sleep & Lounge,Briefly Stated,25.0,2023,12,24
17.207075119018555,Skirts,American Apparel,52.0,2024,2,17
16.875635147094727,Pants & Capris,Marc by Marc Jacobs,179.99000549316406,2023,4,17
24.837770462036133,Blazers & Jackets,Yoana Baraschi,343.0,2023,4,25
31.352182388305664,Jeans,Wrangler,34.9900016784668,2024,12,32
13.210524559020996,Swim,Quiksilver,65.0,2024,12,13
24.303062438964844,Jeans,Lee,39.9900016784668,2024,4,25
20.257844924926758,Shorts,INC International Concepts,47.069999694824219,2024,4,20
16.643741607666016,Jeans,Bullhead,44.5,2024,1,16
20.602426528930664,Fashion Hoodies & Sweatshirts,Quiksilver,85.0,2023,7,21
25.05064582824707,Sleep & Lounge,N2N Bodywear,48.0,2024,5,25
22.8270206451416,Socks,Under Armour,12.979999542236328,2024,6,23
15.36777400970459,Accessories,Oakley,130.0,2024,6,15
21.015434265136719,Active,Vitalsox,35.0,2023,12,21
30.267812728881836,Outerwear & Coats,Levi's,109.98999786376952,2023,12,31
31.329946517944336,Sweaters,Fred Perry,126.0,2024,12,31
25.925607681274414,Swim,Orvis,49.0,2024,1,26
16.8102970123291,Accessories,Y&G,9.8500003814697266,2020,4,17
16.63306999206543,Shorts,Dickies,53.0,2024,10,16
22.07151985168457,Outerwear & Coats,Mountain Hardwear,285.0,2024,10,22
21.710302352905273,Suits & Sport Coats,Tasso Elba,99.989997863769517,2024,10,22
